blockchain,num_swaps,period,unique_swap_addresses,volume
polygon,38439,2025-04-23 00:00:00.000 UTC,4847,4075206.3206950645
arbitrum,22777,2025-02-17 00:00:00.000 UTC,1178,6602933.740779053
unichain,3560,2025-02-15 00:00:00.000 UTC,1300,102705.82330369652
avalanche_c,1254,2025-03-01 00:00:00.000 UTC,386,11392.096771321574
worldchain,28708,2025-04-14 00:00:00.000 UTC,62,4790.352222527784
worldchain,9971,2025-03-13 00:00:00.000 UTC,20,182.8450794757047
unichain,3570,2025-03-12 00:00:00.000 UTC,564,160119.87966106512
ethereum,18188,2025-04-16 00:00:00.000 UTC,5602,189962635.53191462
worldchain,51383,2025-05-29 00:00:00.000 UTC,201,11718.69921831507
worldchain,38079,2025-05-10 00:00:00.000 UTC,129,9215.801957544936
optimism,14,2025-01-28 00:00:00.000 UTC,8,2.2483702100208003
arbitrum,37649,2025-05-06 00:00:00.000 UTC,3353,19423903.580391854
arbitrum,32208,2025-03-09 00:00:00.000 UTC,1958,15011677.556356959
polygon,23647,2025-04-17 00:00:00.000 UTC,4846,2295295.0959145194
avalanche_c,3730,2025-05-16 00:00:00.000 UTC,595,61029.79385157638
ethereum,19044,2025-05-30 00:00:00.000 UTC,6479,448872277.238135
blast,34,2025-03-31 00:00:00.000 UTC,23,3.348078682882485
zora,12,2025-05-31 00:00:00.000 UTC,1,14.694404275852918
unichain,25710,2025-04-19 00:00:00.000 UTC,4918,62416413.398390315
base,113211,2025-05-12 00:00:00.000 UTC,16461,35246325.5580125
optimism,9312,2025-02-17 00:00:00.000 UTC,786,171732.8199623337
ethereum,13358,2025-04-04 00:00:00.000 UTC,4124,150137600.4877941
blast,34,2025-03-05 00:00:00.000 UTC,15,6.0103203605617495
polygon,23378,2025-03-28 00:00:00.000 UTC,3067,1292176.5003883392
polygon,20938,2025-03-16 00:00:00.000 UTC,2767,910050.2286973115
base,70,2025-01-24 00:00:00.000 UTC,19,89.7002383205166
zora,2,2025-02-24 00:00:00.000 UTC,1,53.368362907553006
ethereum,16549,2025-04-10 00:00:00.000 UTC,5263,393870445.64810306
arbitrum,20987,2025-02-11 00:00:00.000 UTC,1367,4856569.55706329
bnb,194098,2025-05-28 00:00:00.000 UTC,22940,179112369.09753287
zora,106,2025-03-22 00:00:00.000 UTC,24,215.08976891367777
zora,6,2025-03-02 00:00:00.000 UTC,1,144.41535449188507
blast,15,2025-04-26 00:00:00.000 UTC,8,0.6846047162877296
zora,46,2025-05-07 00:00:00.000 UTC,6,22.09355987093881
base,98425,2025-04-21 00:00:00.000 UTC,11464,3977436.7188802892
polygon,23229,2025-04-15 00:00:00.000 UTC,3501,2804080.432039296
bnb,6380,2025-02-18 00:00:00.000 UTC,1838,294159.8469129036
polygon,21144,2025-02-21 00:00:00.000 UTC,1888,3250553.0967678498
worldchain,56738,2025-05-06 00:00:00.000 UTC,109,7258.632143958622
worldchain,17384,2025-03-21 00:00:00.000 UTC,29,1573.1331595320175
zora,78,2025-03-25 00:00:00.000 UTC,12,443.93425613935034
zora,18,2025-06-04 00:00:00.000 UTC,2,20.186092788396056
worldchain,11,2025-02-23 00:00:00.000 UTC,6,12.290475068901983
base,65122,2025-03-19 00:00:00.000 UTC,12524,13109341.68538895
polygon,52742,2025-05-10 00:00:00.000 UTC,5312,6265385.136320656
bnb,18581,2025-04-23 00:00:00.000 UTC,6846,1614158.3373958163
worldchain,27137,2025-05-31 00:00:00.000 UTC,123,7087.412589279317
blast,35,2025-04-29 00:00:00.000 UTC,15,1.5745407035241121
zora,11,2025-06-03 00:00:00.000 UTC,1,8.44658333588016
worldchain,16,2025-02-17 00:00:00.000 UTC,4,14.75677659732343
unichain,113468,2025-05-06 00:00:00.000 UTC,5650,312129493.0909826
optimism,10968,2025-03-12 00:00:00.000 UTC,982,131893.5226104782
zora,53,2025-05-09 00:00:00.000 UTC,5,92.42026248718537
optimism,7515,2025-04-13 00:00:00.000 UTC,1008,131869.1293280979
bnb,190505,2025-05-31 00:00:00.000 UTC,20142,187610105.89974344
polygon,30588,2025-06-03 00:00:00.000 UTC,4130,5028309.498980244
zora,9,2025-02-01 00:00:00.000 UTC,9,47.384514927531
avalanche_c,988,2025-03-10 00:00:00.000 UTC,280,9685.73932898005
blast,46,2025-03-07 00:00:00.000 UTC,15,11.458945451204318
zora,93,2025-03-20 00:00:00.000 UTC,16,185.5683435268105
blast,19,2025-02-10 00:00:00.000 UTC,18,1.4087295142380156
zora,49,2025-05-15 00:00:00.000 UTC,6,53.27889403693898
base,54480,2025-03-06 00:00:00.000 UTC,11896,7054043.013600054
arbitrum,57216,2025-05-08 00:00:00.000 UTC,4855,48318264.260766596
arbitrum,62254,2025-05-09 00:00:00.000 UTC,4504,43946765.19565929
unichain,3106,2025-03-09 00:00:00.000 UTC,713,115761.78346192876
bnb,14979,2025-03-22 00:00:00.000 UTC,4595,874831.8120804236
ethereum,18114,2025-06-03 00:00:00.000 UTC,6820,298029190.22081834
arbitrum,17405,2025-02-20 00:00:00.000 UTC,957,4194419.449013869
base,161114,2025-06-04 00:00:00.000 UTC,56899,6883831.778102126
unichain,3542,2025-02-18 00:00:00.000 UTC,608,588564.4886841284
polygon,14779,2025-02-15 00:00:00.000 UTC,2062,869118.4869317932
unichain,80465,2025-05-24 00:00:00.000 UTC,4107,191048204.65844503
zora,70,2025-04-15 00:00:00.000 UTC,16,214.72071067826735
blast,25,2025-03-01 00:00:00.000 UTC,11,5.340040914059182
bnb,20881,2025-05-07 00:00:00.000 UTC,4369,2020675.9375977628
base,39995,2025-02-27 00:00:00.000 UTC,7383,2960933.4267511
arbitrum,35429,2025-04-13 00:00:00.000 UTC,2486,10492735.376651304
ethereum,16419,2025-05-08 00:00:00.000 UTC,5367,210330219.96160978
avalanche_c,3532,2025-05-20 00:00:00.000 UTC,552,56875.95901042171
arbitrum,23842,2025-02-07 00:00:00.000 UTC,1415,6631887.127851442
avalanche_c,625,2025-03-23 00:00:00.000 UTC,230,6319.801307034334
avalanche_c,520,2025-04-05 00:00:00.000 UTC,169,8175.2193134902445
avalanche_c,651,2025-02-06 00:00:00.000 UTC,128,8514.171722388404
worldchain,29,2025-02-24 00:00:00.000 UTC,8,7.787054908643089
polygon,22134,2025-03-20 00:00:00.000 UTC,3416,1343605.8815798897
ethereum,16870,2025-05-28 00:00:00.000 UTC,6151,491629164.0112113
bnb,5902,2025-02-17 00:00:00.000 UTC,1714,251101.6335161046
avalanche_c,1990,2025-04-25 00:00:00.000 UTC,363,19120.974267128528
avalanche_c,1656,2025-04-30 00:00:00.000 UTC,398,19290.003080448183
blast,21,2025-03-14 00:00:00.000 UTC,12,1.4957664381207931
ethereum,10744,2025-02-19 00:00:00.000 UTC,4824,18022819.905204628
optimism,20440,2025-05-27 00:00:00.000 UTC,2599,911714.9460654985
optimism,29839,2025-05-21 00:00:00.000 UTC,3732,2051783.2698539612
arbitrum,61893,2025-05-22 00:00:00.000 UTC,5320,52082701.237408645
blast,44,2025-04-08 00:00:00.000 UTC,21,6.479845680287984
arbitrum,43968,2025-05-27 00:00:00.000 UTC,4429,41574923.20771187
ethereum,7875,2025-02-15 00:00:00.000 UTC,4276,5248220.975325941
ethereum,16266,2025-05-09 00:00:00.000 UTC,5370,218443469.47280225
bnb,9032,2025-04-17 00:00:00.000 UTC,2565,572681.818854456
arbitrum,19270,2025-02-19 00:00:00.000 UTC,799,5093363.352139867
avalanche_c,1261,2025-03-29 00:00:00.000 UTC,325,18119.806360255112
avalanche_c,313,2025-01-31 00:00:00.000 UTC,19,22221.60400634153
optimism,32067,2025-05-10 00:00:00.000 UTC,2561,1674615.4451130894
polygon,49924,2025-05-15 00:00:00.000 UTC,5272,6420757.437788467
ethereum,18122,2025-04-07 00:00:00.000 UTC,5651,201454734.18066722
bnb,18376,2025-04-10 00:00:00.000 UTC,6506,1121137.0868654826
unichain,105098,2025-05-31 00:00:00.000 UTC,4829,229843516.8965445
unichain,8642,2025-02-17 00:00:00.000 UTC,4300,660189.5937000688
worldchain,52717,2025-04-23 00:00:00.000 UTC,66,8764.990222846167
blast,39,2025-05-05 00:00:00.000 UTC,19,56.31733675947203
blast,20,2025-02-03 00:00:00.000 UTC,16,28.688058379747744
base,137085,2025-02-01 00:00:00.000 UTC,8290,55924714.18743258
bnb,11528,2025-03-16 00:00:00.000 UTC,3561,341891.87305971887
arbitrum,39265,2025-03-11 00:00:00.000 UTC,2119,15963554.186521273
unichain,17175,2025-04-04 00:00:00.000 UTC,6368,119813.65239714803
polygon,34221,2025-04-21 00:00:00.000 UTC,4239,3482530.519846573
avalanche_c,819,2025-03-04 00:00:00.000 UTC,287,5044.523276705429
bnb,8432,2025-03-09 00:00:00.000 UTC,2838,277594.9978343807
optimism,11862,2025-02-21 00:00:00.000 UTC,1007,238650.80801590293
optimism,25118,2025-06-03 00:00:00.000 UTC,2881,760127.6744598222
avalanche_c,2923,2025-06-02 00:00:00.000 UTC,681,55504.915915590835
zora,24,2025-04-19 00:00:00.000 UTC,11,56.072805477341355
arbitrum,25156,2025-04-12 00:00:00.000 UTC,2548,6574139.831894927
polygon,27106,2025-03-19 00:00:00.000 UTC,3665,1716721.5345306187
bnb,11471,2025-04-04 00:00:00.000 UTC,1195,753669.1991162421
worldchain,31856,2025-04-17 00:00:00.000 UTC,89,4095.4323078903544
blast,26,2025-04-02 00:00:00.000 UTC,15,5.058488856836737
zora,28,2025-05-29 00:00:00.000 UTC,3,37.249743600354726
ethereum,10492,2025-02-20 00:00:00.000 UTC,4799,22518720.625633292
base,56448,2025-04-20 00:00:00.000 UTC,20981,2104970.4575948454
arbitrum,36033,2025-03-12 00:00:00.000 UTC,1893,11734955.810352819
zora,3,2025-02-21 00:00:00.000 UTC,1,81.44491553555707
arbitrum,2,2025-01-25 00:00:00.000 UTC,1,1.397201564538
arbitrum,32201,2025-03-02 00:00:00.000 UTC,1941,22551710.544021565
optimism,10950,2025-02-06 00:00:00.000 UTC,1109,854604.5321606509
ethereum,14603,2025-04-02 00:00:00.000 UTC,4873,133395783.90668525
base,60412,2025-05-03 00:00:00.000 UTC,10208,29782065.812238645
ethereum,8795,2025-02-05 00:00:00.000 UTC,4563,11842128.27082068
polygon,22022,2025-03-01 00:00:00.000 UTC,3329,770645.6021381537
bnb,225457,2025-06-02 00:00:00.000 UTC,22105,237568488.1368935
optimism,13303,2025-03-03 00:00:00.000 UTC,1194,298303.0271666512
worldchain,43,2025-02-26 00:00:00.000 UTC,5,21.148516975522618
zora,1,2025-02-10 00:00:00.000 UTC,1,0.001278100962
unichain,63808,2025-04-22 00:00:00.000 UTC,6924,331274916.3576982
unichain,11214,2025-04-01 00:00:00.000 UTC,5176,92439.67863256275
optimism,16360,2025-02-25 00:00:00.000 UTC,1246,264643.2748257599
bnb,29943,2025-05-14 00:00:00.000 UTC,7565,10296038.753279964
base,62284,2025-03-18 00:00:00.000 UTC,13412,8747915.264849214
bnb,13496,2025-03-03 00:00:00.000 UTC,4416,725914.2153214235
base,76631,2025-05-24 00:00:00.000 UTC,9828,6814448.6741338475
optimism,12933,2025-03-10 00:00:00.000 UTC,1338,299993.41987695877
arbitrum,13721,2025-02-03 00:00:00.000 UTC,1532,5809832.86550995
base,101064,2025-05-30 00:00:00.000 UTC,14764,8758524.416709192
bnb,650,2025-01-30 00:00:00.000 UTC,134,85833.91899622566
worldchain,19235,2025-03-27 00:00:00.000 UTC,29,1476.774492557114
blast,47,2025-05-12 00:00:00.000 UTC,23,6.105335658732867
blast,21,2025-03-20 00:00:00.000 UTC,10,2.7236750485763825
ethereum,2551,2025-02-02 00:00:00.000 UTC,1373,5949782.780075986
base,30100,2025-02-14 00:00:00.000 UTC,5643,2825727.8341070605
arbitrum,56434,2025-05-16 00:00:00.000 UTC,3895,59471487.675688945
unichain,18244,2025-03-27 00:00:00.000 UTC,12621,103538.17788372173
optimism,11016,2025-04-30 00:00:00.000 UTC,1695,168429.38269000337
ethereum,16289,2025-03-06 00:00:00.000 UTC,6632,31232598.772709373
optimism,10126,2025-02-12 00:00:00.000 UTC,843,147325.58175233364
avalanche_c,494,2025-02-24 00:00:00.000 UTC,103,4163.299614956433
polygon,33937,2025-04-02 00:00:00.000 UTC,3407,3377945.17702275
optimism,7065,2025-03-30 00:00:00.000 UTC,1101,90486.69096761095
arbitrum,23644,2025-02-06 00:00:00.000 UTC,1523,5906932.600396848
unichain,3290,2025-02-28 00:00:00.000 UTC,576,110468.48480842862
zora,23,2025-05-04 00:00:00.000 UTC,4,20.372215323565065
avalanche_c,7,2025-01-23 00:00:00.000 UTC,6,32.924046943221335
arbitrum,36095,2025-04-24 00:00:00.000 UTC,4014,7690799.208463894
bnb,7613,2025-03-08 00:00:00.000 UTC,2649,190704.9497957754
polygon,22577,2025-04-12 00:00:00.000 UTC,3030,1988708.137901118
avalanche_c,1337,2025-05-07 00:00:00.000 UTC,359,34001.860985900516
unichain,16604,2025-03-26 00:00:00.000 UTC,10386,151508.5743941101
avalanche_c,2886,2025-04-11 00:00:00.000 UTC,413,18875.79394136514
blast,6,2025-02-20 00:00:00.000 UTC,5,0.5653121551285014
worldchain,98,2025-02-12 00:00:00.000 UTC,6,54.847354897490206
unichain,88561,2025-04-28 00:00:00.000 UTC,5876,213221685.18726125
arbitrum,26827,2025-03-24 00:00:00.000 UTC,3543,7151384.0365979755
avalanche_c,1093,2025-02-10 00:00:00.000 UTC,144,15584.215914748926
ethereum,19630,2025-04-24 00:00:00.000 UTC,4616,74373781.57782215
bnb,10507,2025-02-12 00:00:00.000 UTC,3033,521630.53242584213
zora,42,2025-05-21 00:00:00.000 UTC,2,52.14457067497811
arbitrum,38279,2025-06-04 00:00:00.000 UTC,5049,20575793.513663784
worldchain,50082,2025-05-19 00:00:00.000 UTC,146,9872.679492148298
zora,16,2025-05-26 00:00:00.000 UTC,3,11.273103680905306
optimism,18353,2025-05-17 00:00:00.000 UTC,2593,582809.1428874668
ethereum,8098,2025-04-05 00:00:00.000 UTC,3180,129460285.00304334
unichain,102248,2025-06-02 00:00:00.000 UTC,6174,296922046.97546244
blast,10,2025-02-01 00:00:00.000 UTC,10,137.68054202792806
base,84338,2025-04-09 00:00:00.000 UTC,10154,7290323.752863747
unichain,146460,2025-05-14 00:00:00.000 UTC,6091,481342417.65511787
arbitrum,71775,2025-05-13 00:00:00.000 UTC,5137,70539945.8748176
avalanche_c,2850,2025-03-09 00:00:00.000 UTC,1282,17294.89817451341
blast,23,2025-05-25 00:00:00.000 UTC,17,1.2567868986119923
zora,2,2025-02-16 00:00:00.000 UTC,1,130.79828751885913
optimism,11397,2025-05-01 00:00:00.000 UTC,1794,167431.72207726163
optimism,11100,2025-04-25 00:00:00.000 UTC,1519,187123.12357365616
arbitrum,45278,2025-02-25 00:00:00.000 UTC,2637,19394622.792094022
avalanche_c,3079,2025-06-03 00:00:00.000 UTC,655,53479.29003448322
avalanche_c,2417,2025-04-16 00:00:00.000 UTC,345,19325.11795169814
unichain,19,2025-02-08 00:00:00.000 UTC,14,2092.337202924341
worldchain,5023,2025-03-08 00:00:00.000 UTC,17,89.94965297612784
bnb,22102,2025-05-17 00:00:00.000 UTC,4242,12317101.08604477
arbitrum,31006,2025-04-25 00:00:00.000 UTC,3256,9130394.497387277
polygon,46133,2025-05-30 00:00:00.000 UTC,5737,6259150.874165242
zora,60,2025-04-29 00:00:00.000 UTC,5,49.99630809529237
base,58541,2025-04-06 00:00:00.000 UTC,8792,3978668.074049244
arbitrum,60224,2025-04-22 00:00:00.000 UTC,13219,13679021.793262847
ethereum,16778,2025-03-04 00:00:00.000 UTC,6021,54098921.35606022
polygon,22494,2025-02-12 00:00:00.000 UTC,3178,2335006.9817106463
optimism,536,2025-01-30 00:00:00.000 UTC,25,4973.254369954447
blast,5,2025-02-02 00:00:00.000 UTC,5,2.2452316272171333
zora,174,2025-04-02 00:00:00.000 UTC,12,645.1106729435403
optimism,13,2025-01-24 00:00:00.000 UTC,8,9.282377018283544
zora,86,2025-03-14 00:00:00.000 UTC,1,149.3812187821623
arbitrum,37467,2025-04-30 00:00:00.000 UTC,3284,21991353.085127793
optimism,8294,2025-03-29 00:00:00.000 UTC,1197,96912.17978417536
blast,17,2025-05-31 00:00:00.000 UTC,9,0.7940741847303716
arbitrum,14,2025-01-24 00:00:00.000 UTC,2,9.308666174566165
base,69524,2025-03-05 00:00:00.000 UTC,14099,5998679.667007157
unichain,74342,2025-04-27 00:00:00.000 UTC,8965,153696370.73279938
blast,14,2025-04-21 00:00:00.000 UTC,7,2.014613870996582
bnb,25788,2025-03-25 00:00:00.000 UTC,12804,3671240.251487091
unichain,72869,2025-04-26 00:00:00.000 UTC,5259,253288703.9253855
optimism,21644,2025-06-01 00:00:00.000 UTC,2010,578030.5677933673
unichain,4180,2025-03-11 00:00:00.000 UTC,878,209659.18938744292
blast,23,2025-05-22 00:00:00.000 UTC,11,1.7194865968863833
zora,36,2025-05-05 00:00:00.000 UTC,2,21.75793900249546
arbitrum,33900,2025-04-11 00:00:00.000 UTC,3155,9605887.647266893
bnb,10381,2025-03-05 00:00:00.000 UTC,3250,467551.70437340566
polygon,34241,2025-04-24 00:00:00.000 UTC,3993,3735283.309022889
ethereum,12778,2025-04-03 00:00:00.000 UTC,4595,127665557.42768985
arbitrum,26657,2025-02-04 00:00:00.000 UTC,1138,8531605.95080022
arbitrum,27271,2025-02-24 00:00:00.000 UTC,1019,8212086.663599785
optimism,9099,2025-03-22 00:00:00.000 UTC,1105,106520.76130687332
avalanche_c,954,2025-04-03 00:00:00.000 UTC,306,60011.41868583141
avalanche_c,1981,2025-05-11 00:00:00.000 UTC,485,60068.07534142638
blast,24,2025-04-13 00:00:00.000 UTC,8,3.1621165633305033
blast,14,2025-03-17 00:00:00.000 UTC,6,1.9343602950533114
unichain,198524,2025-05-15 00:00:00.000 UTC,5198,658190151.6832242
polygon,33261,2025-04-30 00:00:00.000 UTC,4145,4711393.774286224
avalanche_c,1,2025-01-26 00:00:00.000 UTC,1,0.1534228045717672
unichain,147005,2025-05-29 00:00:00.000 UTC,6130,400039699.124888
bnb,6472,2025-02-19 00:00:00.000 UTC,1842,241289.93212117872
avalanche_c,3498,2025-04-14 00:00:00.000 UTC,379,32824.92563818765
blast,17,2025-06-02 00:00:00.000 UTC,12,2.8879783967336348
arbitrum,9,2025-01-23 00:00:00.000 UTC,3,3.2843577737558682
ethereum,13082,2025-02-18 00:00:00.000 UTC,5047,34129598.541546024
base,33950,2025-02-18 00:00:00.000 UTC,7454,3615127.0661262367
polygon,17877,2025-03-21 00:00:00.000 UTC,3098,828666.588925491
bnb,262522,2025-06-04 00:00:00.000 UTC,23612,424830613.71774733
polygon,32990,2025-06-02 00:00:00.000 UTC,4513,4752853.688714491
avalanche_c,1055,2025-04-20 00:00:00.000 UTC,226,6290.781183165143
blast,7,2025-02-05 00:00:00.000 UTC,6,0.9724577388405653
arbitrum,219,2025-01-29 00:00:00.000 UTC,6,26152.378181909142
bnb,27132,2025-05-08 00:00:00.000 UTC,3974,2279157.6812861855
optimism,11412,2025-04-29 00:00:00.000 UTC,1868,176333.18194634575
base,106878,2025-05-13 00:00:00.000 UTC,15529,34712888.06384814
zora,152,2025-04-10 00:00:00.000 UTC,23,602.9917632097174
blast,38,2025-04-30 00:00:00.000 UTC,15,2.4452987802512482
ethereum,12410,2025-03-28 00:00:00.000 UTC,4553,66616812.45110321
avalanche_c,1575,2025-02-27 00:00:00.000 UTC,496,11499.83014903749
worldchain,42184,2025-05-03 00:00:00.000 UTC,119,6976.932649259846
unichain,59,2025-02-01 00:00:00.000 UTC,41,41212.446133182304
bnb,23992,2025-03-20 00:00:00.000 UTC,11531,2344716.766448254
arbitrum,24304,2025-03-16 00:00:00.000 UTC,2585,5537380.66561271
avalanche_c,696,2025-02-16 00:00:00.000 UTC,120,6184.443793096207
zora,7,2025-03-09 00:00:00.000 UTC,1,147.11998385649943
base,50271,2025-03-15 00:00:00.000 UTC,9159,5420121.404166486
unichain,163053,2025-05-11 00:00:00.000 UTC,5460,402219793.1279635
ethereum,16055,2025-04-23 00:00:00.000 UTC,5611,125107358.5796924
unichain,7679,2025-02-22 00:00:00.000 UTC,3857,440954.08847641357
blast,58,2025-03-04 00:00:00.000 UTC,14,13.554039075585797
worldchain,44403,2025-04-21 00:00:00.000 UTC,79,5865.237166024186
base,36,2025-01-28 00:00:00.000 UTC,14,59.09304976018963
avalanche_c,25,2025-02-01 00:00:00.000 UTC,12,20.135517615062007
blast,64,2025-05-27 00:00:00.000 UTC,25,3.1273008712613057
worldchain,21,2025-02-19 00:00:00.000 UTC,5,31.154732737937525
ethereum,11568,2025-02-24 00:00:00.000 UTC,4193,26684166.815835226
base,37583,2025-02-23 00:00:00.000 UTC,10609,2426128.791300512
arbitrum,52673,2025-04-09 00:00:00.000 UTC,3271,17956559.94508913
base,81315,2025-05-25 00:00:00.000 UTC,10238,8246583.475980494
worldchain,62644,2025-05-08 00:00:00.000 UTC,189,17764.39885114643
worldchain,8861,2025-03-12 00:00:00.000 UTC,19,121.7409406818352
worldchain,13,2025-02-14 00:00:00.000 UTC,3,20.453593118874778
unichain,8418,2025-03-19 00:00:00.000 UTC,2693,279009.7178255515
arbitrum,42124,2025-05-31 00:00:00.000 UTC,4744,26761716.989462268
blast,20,2025-04-24 00:00:00.000 UTC,12,1.8128876646096947
zora,34,2025-02-26 00:00:00.000 UTC,5,60.35763022662035
zora,22,2025-05-24 00:00:00.000 UTC,5,9.675918148764088
bnb,251538,2025-05-20 00:00:00.000 UTC,33091,431769234.8992364
base,65448,2025-04-16 00:00:00.000 UTC,8470,4239867.79399971
optimism,22962,2025-05-24 00:00:00.000 UTC,3774,604720.0202077751
polygon,47371,2025-05-19 00:00:00.000 UTC,5153,10639957.969517132
arbitrum,18844,2025-03-27 00:00:00.000 UTC,2834,4012387.296860832
optimism,8602,2025-02-10 00:00:00.000 UTC,810,196865.9819077887
zora,49,2025-05-13 00:00:00.000 UTC,8,54.181909619062736
bnb,11410,2025-03-06 00:00:00.000 UTC,3798,501393.53322357975
unichain,30758,2025-04-20 00:00:00.000 UTC,5926,76271789.96041939
polygon,23505,2025-04-04 00:00:00.000 UTC,3130,3554578.993372163
bnb,7039,2025-02-21 00:00:00.000 UTC,1989,410984.246043729
zora,1,2025-02-11 00:00:00.000 UTC,1,0.000421270282
polygon,34868,2025-05-31 00:00:00.000 UTC,4229,4162616.410021115
unichain,32703,2025-04-15 00:00:00.000 UTC,5185,41867128.76154862
base,75515,2025-05-07 00:00:00.000 UTC,12426,12000265.745715177
bnb,10644,2025-04-06 00:00:00.000 UTC,1179,455513.3013286618
polygon,25453,2025-02-05 00:00:00.000 UTC,3079,2062053.4663222036
base,59428,2025-03-22 00:00:00.000 UTC,10960,5502525.201545084
optimism,11628,2025-04-23 00:00:00.000 UTC,2002,282361.8939836356
arbitrum,22198,2025-03-28 00:00:00.000 UTC,2719,5822251.459740775
arbitrum,62022,2025-05-23 00:00:00.000 UTC,4954,54027881.15819346
optimism,8748,2025-03-14 00:00:00.000 UTC,1126,91490.16726168779
base,74611,2025-04-11 00:00:00.000 UTC,10819,5107165.408960279
arbitrum,27190,2025-04-17 00:00:00.000 UTC,2877,8651176.142504256
ethereum,9996,2025-03-22 00:00:00.000 UTC,4437,17213390.27759056
ethereum,17659,2025-06-01 00:00:00.000 UTC,7424,290014900.28278077
blast,14,2025-03-23 00:00:00.000 UTC,11,0.5900768667171971
base,91600,2025-06-02 00:00:00.000 UTC,17882,6508590.735921234
blast,15,2025-02-12 00:00:00.000 UTC,8,1.5284168975209353
blast,11,2025-02-07 00:00:00.000 UTC,7,1.8458543182938416
bnb,9120,2025-03-13 00:00:00.000 UTC,3084,349525.93157899927
polygon,26209,2025-04-11 00:00:00.000 UTC,3465,2642428.133640259
avalanche_c,1283,2025-05-04 00:00:00.000 UTC,333,11650.979286448972
arbitrum,11518,2025-02-16 00:00:00.000 UTC,784,2138795.7467961228
blast,69,2025-05-08 00:00:00.000 UTC,32,8.873755526915017
blast,98,2025-03-11 00:00:00.000 UTC,48,11.732263133251362
arbitrum,4,2025-01-28 00:00:00.000 UTC,1,2.742150540172623
bnb,26876,2025-05-10 00:00:00.000 UTC,3941,5594866.169630584
base,41545,2025-02-24 00:00:00.000 UTC,8019,4324390.923753251
unichain,4178,2025-03-17 00:00:00.000 UTC,1513,99501.59007510537
bnb,8994,2025-03-12 00:00:00.000 UTC,2926,289656.6643951859
ethereum,16523,2025-05-07 00:00:00.000 UTC,4705,112918460.9940413
unichain,2954,2025-03-13 00:00:00.000 UTC,403,106329.27211371073
blast,18,2025-03-24 00:00:00.000 UTC,9,2.750733379072813
blast,59,2025-04-07 00:00:00.000 UTC,14,12.778255361501623
blast,43,2025-03-10 00:00:00.000 UTC,12,12.647582277585474
base,49604,2025-03-28 00:00:00.000 UTC,9163,4705896.538579272
arbitrum,32769,2025-04-03 00:00:00.000 UTC,2954,9074245.683108456
polygon,33591,2025-05-25 00:00:00.000 UTC,4253,4367942.827570941
zora,73,2025-04-16 00:00:00.000 UTC,9,254.61976590908483
optimism,11424,2025-05-05 00:00:00.000 UTC,1678,192946.81329771626
base,95604,2025-04-24 00:00:00.000 UTC,22984,6357305.03324951
bnb,20913,2025-03-17 00:00:00.000 UTC,5356,957095.1728102907
ethereum,18036,2025-05-24 00:00:00.000 UTC,5995,311650851.1035138
ethereum,17490,2025-04-11 00:00:00.000 UTC,5600,310892858.0324438
optimism,7089,2025-02-16 00:00:00.000 UTC,717,71213.47367767592
base,33,2025-01-23 00:00:00.000 UTC,13,206.97953219717297
zora,139,2025-04-11 00:00:00.000 UTC,19,736.8470520916092
polygon,6,2025-01-24 00:00:00.000 UTC,4,4.587561979266538
bnb,3,2025-01-26 00:00:00.000 UTC,2,0.7374749444789275
avalanche_c,1794,2025-02-28 00:00:00.000 UTC,447,17531.236833689323
polygon,17729,2025-03-23 00:00:00.000 UTC,2942,646535.8134980305
unichain,7977,2025-02-14 00:00:00.000 UTC,4378,169562.89334326886
worldchain,47801,2025-05-28 00:00:00.000 UTC,190,12904.013243620771
zora,21,2025-05-25 00:00:00.000 UTC,3,17.37964761406683
