blockchain,num_swaps,period,unique_swap_addresses,volume
blast,11,2025-02-21 00:00:00.000 UTC,7,1.896806452560097
bnb,47097,2025-05-19 00:00:00.000 UTC,12271,20293839.468359187
polygon,25923,2025-04-26 00:00:00.000 UTC,3684,2386350.0107013052
avalanche_c,3048,2025-04-10 00:00:00.000 UTC,359,16102.411540753092
base,106539,2025-04-22 00:00:00.000 UTC,24556,8106087.641235068
arbitrum,19667,2025-03-23 00:00:00.000 UTC,2085,3352020.2545961
polygon,25161,2025-03-14 00:00:00.000 UTC,3186,1287865.786746473
optimism,13405,2025-03-24 00:00:00.000 UTC,1481,150962.56427566844
unichain,132,2025-02-06 00:00:00.000 UTC,56,46140.12294253116
base,81064,2025-03-11 00:00:00.000 UTC,13369,10284007.500055294
optimism,19711,2025-05-16 00:00:00.000 UTC,2589,1165530.4903446613
unichain,192730,2025-05-19 00:00:00.000 UTC,5384,585281281.873423
optimism,5610,2025-04-19 00:00:00.000 UTC,1161,62883.08396997495
base,115244,2025-05-08 00:00:00.000 UTC,16104,21800314.318281703
blast,39,2025-04-09 00:00:00.000 UTC,17,6.95535167723389
ink,1,2025-04-02 00:00:00.000 UTC,1,0.049993031676
polygon,34183,2025-05-17 00:00:00.000 UTC,3513,5712960.361321304
arbitrum,20991,2025-03-26 00:00:00.000 UTC,3055,4675185.686177317
polygon,34006,2025-03-11 00:00:00.000 UTC,3730,1755548.8797501442
arbitrum,14362,2025-02-08 00:00:00.000 UTC,1307,2548086.303729686
polygon,19696,2025-02-07 00:00:00.000 UTC,2878,1917916.7090351642
avalanche_c,590,2025-02-23 00:00:00.000 UTC,134,6061.878842584349
blast,7,2025-04-20 00:00:00.000 UTC,4,0.708587480956402
blast,5,2025-03-25 00:00:00.000 UTC,3,0.3640958463495867
blast,16,2025-02-09 00:00:00.000 UTC,9,2.0705624257761195
bnb,12065,2025-03-01 00:00:00.000 UTC,4524,380746.42105739936
polygon,42839,2025-05-20 00:00:00.000 UTC,5203,10735868.423860345
zora,36,2025-05-11 00:00:00.000 UTC,7,35.943647504738244
bnb,22173,2025-05-04 00:00:00.000 UTC,3075,2700030.100138773
ethereum,11454,2025-03-01 00:00:00.000 UTC,4705,12478148.381207658
arbitrum,46060,2025-03-04 00:00:00.000 UTC,2246,23717996.822506215
polygon,25379,2025-04-29 00:00:00.000 UTC,3771,3621296.956564426
optimism,8213,2025-02-14 00:00:00.000 UTC,898,126601.30819067308
unichain,11451,2025-02-16 00:00:00.000 UTC,4981,110375.3493766096
zora,95,2025-03-26 00:00:00.000 UTC,21,212.2341729669088
blast,2,2025-02-15 00:00:00.000 UTC,2,0.21140776777723452
base,53432,2025-03-07 00:00:00.000 UTC,10357,12930309.487665636
unichain,3081,2025-03-07 00:00:00.000 UTC,402,247977.38471337772
arbitrum,25084,2025-02-05 00:00:00.000 UTC,1436,6690260.906909604
ethereum,562,2025-01-31 00:00:00.000 UTC,303,780100.6524196471
bnb,23935,2025-05-01 00:00:00.000 UTC,5003,3052606.2077033236
base,67815,2025-04-12 00:00:00.000 UTC,10719,3279070.750996118
optimism,7863,2025-04-14 00:00:00.000 UTC,911,203724.02623051443
bnb,11176,2025-04-02 00:00:00.000 UTC,2818,813926.7189386965
polygon,43050,2025-05-23 00:00:00.000 UTC,5417,9275852.919793209
avalanche_c,3546,2025-05-28 00:00:00.000 UTC,673,61249.74532457019
worldchain,57331,2025-04-26 00:00:00.000 UTC,94,19897.174573819633
unichain,6,2025-02-03 00:00:00.000 UTC,5,2270.176544
ethereum,9153,2025-02-12 00:00:00.000 UTC,4774,18537335.40110369
avalanche_c,2855,2025-04-13 00:00:00.000 UTC,384,26891.692934417915
worldchain,6673,2025-03-30 00:00:00.000 UTC,24,1270.3092163059143
zora,8,2025-03-07 00:00:00.000 UTC,1,175.15446305619875
bnb,9538,2025-03-30 00:00:00.000 UTC,1768,523046.23014128243
worldchain,50982,2025-05-01 00:00:00.000 UTC,115,10808.832926429448
polygon,26231,2025-03-31 00:00:00.000 UTC,3168,1960939.696174063
zora,42,2025-04-05 00:00:00.000 UTC,5,178.16739295966428
unichain,188954,2025-05-16 00:00:00.000 UTC,5319,413693408.4747227
unichain,177083,2025-05-13 00:00:00.000 UTC,6528,608788870.160668
bnb,8891,2025-02-26 00:00:00.000 UTC,2810,325195.4676266181
avalanche_c,905,2025-03-15 00:00:00.000 UTC,191,16347.540669817696
blast,30,2025-03-19 00:00:00.000 UTC,16,3.69842022102353
ink,12,2025-05-22 00:00:00.000 UTC,6,1.2628863088266988
avalanche_c,1,2025-01-28 00:00:00.000 UTC,1,0.8252561885980001
base,56741,2025-03-17 00:00:00.000 UTC,10606,8308379.002253866
unichain,15748,2025-04-12 00:00:00.000 UTC,3868,72056.95905288956
base,98007,2025-05-26 00:00:00.000 UTC,20662,9385140.262134403
avalanche_c,1327,2025-03-26 00:00:00.000 UTC,355,17513.422873306004
worldchain,35382,2025-06-04 00:00:00.000 UTC,136,5952.793842825621
bnb,4722,2025-02-03 00:00:00.000 UTC,731,275728.3286846139
worldchain,6987,2025-03-06 00:00:00.000 UTC,21,195.80296104804034
ethereum,8098,2025-02-16 00:00:00.000 UTC,4179,10056522.881104002
base,48633,2025-03-30 00:00:00.000 UTC,7898,4156386.32811519
base,19947,2025-02-16 00:00:00.000 UTC,4861,1349128.3485268534
worldchain,40751,2025-04-08 00:00:00.000 UTC,32,3431.012417123302
arbitrum,14808,2025-02-09 00:00:00.000 UTC,1106,4608245.471416598
blast,23,2025-03-28 00:00:00.000 UTC,14,4.198290206693987
base,130789,2025-05-21 00:00:00.000 UTC,12689,23813660.2249777
avalanche_c,609,2025-02-20 00:00:00.000 UTC,113,6009.768141844119
ethereum,15168,2025-04-08 00:00:00.000 UTC,4839,257133386.6670627
avalanche_c,2079,2025-04-08 00:00:00.000 UTC,297,12583.11759922762
avalanche_c,2833,2025-05-09 00:00:00.000 UTC,645,69310.82091812135
bnb,26845,2025-04-22 00:00:00.000 UTC,10551,3912711.2772475206
bnb,13397,2025-04-21 00:00:00.000 UTC,3468,1041169.9258802946
worldchain,8195,2025-03-10 00:00:00.000 UTC,23,193.33276565642092
base,70175,2025-04-26 00:00:00.000 UTC,13694,2493604.7788389996
optimism,17576,2025-05-07 00:00:00.000 UTC,1987,1007864.2072398828
arbitrum,39710,2025-04-28 00:00:00.000 UTC,3111,17087576.615092598
unichain,4160,2025-02-26 00:00:00.000 UTC,995,604591.9386900951
unichain,4365,2025-02-12 00:00:00.000 UTC,1748,278002.4518557834
polygon,26140,2025-02-04 00:00:00.000 UTC,2564,2531637.8615402007
blast,9,2025-02-24 00:00:00.000 UTC,5,1.4978210099685314
base,31040,2025-02-07 00:00:00.000 UTC,5616,3375618.3632921185
bnb,9396,2025-03-10 00:00:00.000 UTC,2954,330688.14777178556
avalanche_c,2652,2025-04-22 00:00:00.000 UTC,427,31883.55175316955
optimism,29600,2025-05-13 00:00:00.000 UTC,3245,1820551.9277793565
ethereum,16718,2025-05-17 00:00:00.000 UTC,5206,144211984.97833103
worldchain,19,2025-03-01 00:00:00.000 UTC,6,45.98790420648736
blast,27,2025-05-02 00:00:00.000 UTC,14,1.5336331146771562
unichain,204094,2025-05-21 00:00:00.000 UTC,6281,608198386.4549526
arbitrum,44835,2025-03-03 00:00:00.000 UTC,2294,23262986.643412605
avalanche_c,835,2025-02-17 00:00:00.000 UTC,143,8941.77267944337
ethereum,10455,2025-04-18 00:00:00.000 UTC,3934,104854062.23529053
polygon,6211,2025-01-31 00:00:00.000 UTC,425,427095.63981051906
zora,42,2025-04-18 00:00:00.000 UTC,14,273.32981576882713
blast,13,2025-04-05 00:00:00.000 UTC,9,0.9616658676575698
polygon,43690,2025-05-14 00:00:00.000 UTC,5418,6261360.158951731
bnb,20665,2025-04-25 00:00:00.000 UTC,10147,1601831.9488928914
unichain,125737,2025-06-03 00:00:00.000 UTC,5855,261272620.03010312
worldchain,29589,2025-05-16 00:00:00.000 UTC,186,13572.970029619084
worldchain,28223,2025-04-06 00:00:00.000 UTC,37,1803.3426995529292
blast,38,2025-05-19 00:00:00.000 UTC,17,4.231467005657791
unichain,167487,2025-05-09 00:00:00.000 UTC,5477,587832398.8194014
optimism,9653,2025-02-23 00:00:00.000 UTC,823,144615.8004346482
polygon,27512,2025-03-05 00:00:00.000 UTC,2951,1625856.9275654394
zora,2,2025-01-30 00:00:00.000 UTC,2,4.248591063437999
polygon,12992,2025-04-05 00:00:00.000 UTC,2585,1103713.6398739952
worldchain,19671,2025-03-20 00:00:00.000 UTC,30,1089.9403775384887
worldchain,2508,2025-03-05 00:00:00.000 UTC,21,115.4042312864145
base,42309,2025-02-26 00:00:00.000 UTC,7661,4268516.868375516
arbitrum,57417,2025-05-18 00:00:00.000 UTC,3938,62335871.25477135
arbitrum,25642,2025-03-08 00:00:00.000 UTC,1736,8172948.113676436
base,64736,2025-05-01 00:00:00.000 UTC,12427,22294314.49698488
avalanche_c,376,2025-02-03 00:00:00.000 UTC,29,4426.648595240333
polygon,32397,2025-03-04 00:00:00.000 UTC,2675,1905789.1792665212
polygon,19000,2025-03-08 00:00:00.000 UTC,2428,916907.8054291041
zora,63,2025-03-30 00:00:00.000 UTC,13,180.1277995935648
bnb,8341,2025-02-06 00:00:00.000 UTC,2309,329395.516544775
worldchain,31134,2025-04-02 00:00:00.000 UTC,45,3995.482020428426
ethereum,3434,2025-02-03 00:00:00.000 UTC,1805,17211288.670675702
ethereum,14663,2025-05-13 00:00:00.000 UTC,5425,266753701.19705606
optimism,11102,2025-02-18 00:00:00.000 UTC,991,192030.37632634788
avalanche_c,1550,2025-05-05 00:00:00.000 UTC,310,12665.453759492506
zora,11,2025-06-01 00:00:00.000 UTC,3,12.333982923796311
avalanche_c,755,2025-02-08 00:00:00.000 UTC,148,12990.256106177207
ethereum,74,2025-01-30 00:00:00.000 UTC,16,78505.46475176634
bnb,27495,2025-05-16 00:00:00.000 UTC,6567,12762831.874338677
optimism,4487,2025-04-18 00:00:00.000 UTC,1217,70469.83983693866
avalanche_c,3286,2025-05-17 00:00:00.000 UTC,507,46555.33111035555
avalanche_c,2605,2025-03-07 00:00:00.000 UTC,819,31664.110349641014
arbitrum,47040,2025-06-02 00:00:00.000 UTC,4820,30922095.55336592
bnb,3778,2025-02-02 00:00:00.000 UTC,516,762111.3316336735
zora,205,2025-04-23 00:00:00.000 UTC,140,406.7282925800451
polygon,41541,2025-05-18 00:00:00.000 UTC,4213,7795040.622458944
unichain,21730,2025-04-07 00:00:00.000 UTC,4639,187891.00097528542
unichain,164,2025-02-07 00:00:00.000 UTC,26,12819.663561769943
unichain,97193,2025-05-26 00:00:00.000 UTC,5138,246994593.6445552
polygon,30711,2025-05-26 00:00:00.000 UTC,4742,4501529.141146748
blast,7,2025-02-13 00:00:00.000 UTC,5,0.7688900356590099
polygon,44133,2025-04-09 00:00:00.000 UTC,3937,6111679.304067096
optimism,9639,2025-03-09 00:00:00.000 UTC,1098,116236.10233229442
ethereum,16937,2025-04-22 00:00:00.000 UTC,6075,110509933.40209866
avalanche_c,911,2025-02-22 00:00:00.000 UTC,156,9937.662900781355
blast,11,2025-01-31 00:00:00.000 UTC,10,4.231083311131797
blast,9,2025-02-27 00:00:00.000 UTC,5,0.8724192767585135
ethereum,7387,2025-02-08 00:00:00.000 UTC,3993,5495090.434827566
base,43309,2025-03-03 00:00:00.000 UTC,9085,2814964.75271519
base,29117,2025-02-12 00:00:00.000 UTC,5786,3346024.957785522
arbitrum,23168,2025-04-01 00:00:00.000 UTC,2525,6615896.551268036
ethereum,16874,2025-03-07 00:00:00.000 UTC,6354,48694592.38929438
arbitrum,43809,2025-03-06 00:00:00.000 UTC,2073,20421566.798818674
ethereum,15102,2025-05-05 00:00:00.000 UTC,4817,158403394.09715444
blast,51,2025-05-14 00:00:00.000 UTC,29,5.015938394065749
optimism,33355,2025-05-09 00:00:00.000 UTC,2994,1962809.2874484486
arbitrum,22758,2025-05-03 00:00:00.000 UTC,2906,10734419.722943734
bnb,13126,2025-03-15 00:00:00.000 UTC,3369,286610.45152250194
avalanche_c,4636,2025-05-22 00:00:00.000 UTC,762,172244.26244679725
blast,20,2025-04-14 00:00:00.000 UTC,11,1.642993058782863
zora,3,2025-02-15 00:00:00.000 UTC,2,2.7985619187166053
arbitrum,49866,2025-04-23 00:00:00.000 UTC,7961,12466130.914603008
unichain,7076,2025-03-21 00:00:00.000 UTC,2557,106868.2492535528
optimism,4785,2025-04-05 00:00:00.000 UTC,1183,107642.75984554601
bnb,19738,2025-03-21 00:00:00.000 UTC,5924,1337229.0197469166
ethereum,14108,2025-03-12 00:00:00.000 UTC,5053,20693199.67871249
ethereum,12178,2025-03-18 00:00:00.000 UTC,4689,16524969.68810556
ethereum,14101,2025-04-17 00:00:00.000 UTC,4841,185125120.0870982
bnb,9331,2025-04-16 00:00:00.000 UTC,1598,617023.7165473218
polygon,9979,2025-02-01 00:00:00.000 UTC,1295,480648.47092727525
zora,61,2025-05-10 00:00:00.000 UTC,8,64.60178311925537
blast,25,2025-05-17 00:00:00.000 UTC,8,2.0896358012002887
base,60,2025-01-27 00:00:00.000 UTC,17,129.3045104072818
polygon,40381,2025-05-29 00:00:00.000 UTC,4896,6136024.404039277
avalanche_c,1861,2025-04-17 00:00:00.000 UTC,352,10188.409059454625
worldchain,6650,2025-03-16 00:00:00.000 UTC,19,148.71439118895617
worldchain,38,2025-02-11 00:00:00.000 UTC,7,16.88474205110407
bnb,1,2025-01-28 00:00:00.000 UTC,1,0.18347370419392428
optimism,11961,2025-04-07 00:00:00.000 UTC,1426,345246.44947001484
ethereum,15716,2025-04-13 00:00:00.000 UTC,5241,152584939.54344875
zora,142,2025-04-14 00:00:00.000 UTC,19,710.8437307027563
polygon,4,2025-01-26 00:00:00.000 UTC,3,0.7714284759144332
avalanche_c,1915,2025-03-24 00:00:00.000 UTC,435,24011.73721631618
polygon,24810,2025-02-27 00:00:00.000 UTC,2377,1287918.5542901924
worldchain,61495,2025-05-07 00:00:00.000 UTC,110,6774.699364622898
ethereum,10143,2025-02-14 00:00:00.000 UTC,5123,16827385.296234623
base,57520,2025-02-02 00:00:00.000 UTC,4274,16866663.40589177
zora,25,2025-03-13 00:00:00.000 UTC,2,114.45767840741566
base,69986,2025-04-15 00:00:00.000 UTC,8678,2495944.947904159
arbitrum,18993,2025-02-14 00:00:00.000 UTC,875,5265391.758571209
optimism,9225,2025-05-03 00:00:00.000 UTC,1653,113307.1012489349
worldchain,33187,2025-04-11 00:00:00.000 UTC,56,4136.32914288557
optimism,10128,2025-03-18 00:00:00.000 UTC,1370,84411.49173325533
blast,20,2025-05-23 00:00:00.000 UTC,8,3.1503545261314367
arbitrum,13787,2025-04-18 00:00:00.000 UTC,2857,4282707.196584519
optimism,10187,2025-02-20 00:00:00.000 UTC,740,126355.60570865068
unichain,7452,2025-02-23 00:00:00.000 UTC,3726,586902.371096807
worldchain,31936,2025-06-03 00:00:00.000 UTC,140,11097.111765782352
unichain,2534,2025-03-06 00:00:00.000 UTC,393,145730.18297400072
optimism,1109,2025-01-31 00:00:00.000 UTC,46,29117.210874709148
worldchain,28,2025-02-18 00:00:00.000 UTC,6,24.75872964287128
avalanche_c,3538,2025-05-19 00:00:00.000 UTC,527,57707.43615115211
bnb,11580,2025-04-11 00:00:00.000 UTC,1828,555129.4459010481
ethereum,21172,2025-05-27 00:00:00.000 UTC,5669,472515781.8642054
zora,2,2025-03-08 00:00:00.000 UTC,1,44.23062204879435
optimism,31604,2025-05-22 00:00:00.000 UTC,4630,1324944.0470269455
unichain,196866,2025-05-12 00:00:00.000 UTC,6449,567191199.6831276
worldchain,35448,2025-05-21 00:00:00.000 UTC,202,8955.9244310384
ethereum,19219,2025-05-22 00:00:00.000 UTC,6744,415945139.8207222
polygon,28217,2025-06-01 00:00:00.000 UTC,3975,3560026.7072201027
bnb,10492,2025-02-11 00:00:00.000 UTC,2558,934419.9177257866
blast,27,2025-04-03 00:00:00.000 UTC,9,3.936369959690065
arbitrum,40465,2025-05-07 00:00:00.000 UTC,3406,32830239.93575472
ethereum,10060,2025-03-16 00:00:00.000 UTC,4157,9766367.52328823
unichain,46664,2025-04-21 00:00:00.000 UTC,5296,235390499.23655152
base,99128,2025-05-10 00:00:00.000 UTC,13616,17255805.803984776
optimism,14535,2025-03-04 00:00:00.000 UTC,1255,244177.815528412
polygon,27230,2025-06-04 00:00:00.000 UTC,3727,4740251.261274188
ethereum,13186,2025-03-21 00:00:00.000 UTC,5166,24115014.630550846
polygon,39297,2025-05-11 00:00:00.000 UTC,4689,4723665.867622679
unichain,37007,2025-04-16 00:00:00.000 UTC,5490,126444688.66730952
unichain,12059,2025-04-02 00:00:00.000 UTC,3307,239616.506592803
worldchain,8179,2025-03-15 00:00:00.000 UTC,19,102.93451002066818
polygon,24890,2025-04-20 00:00:00.000 UTC,4981,2032582.20101338
polygon,45303,2025-04-14 00:00:00.000 UTC,3687,3016108.1501509966
polygon,25355,2025-03-25 00:00:00.000 UTC,3762,1157412.9512686767
bnb,123493,2025-05-25 00:00:00.000 UTC,12219,113020019.34978084
avalanche_c,1048,2025-04-04 00:00:00.000 UTC,259,73992.26425807302
bnb,6,2025-01-23 00:00:00.000 UTC,6,2.3422073992222647
optimism,13,2025-01-25 00:00:00.000 UTC,8,2.7523169455568715
base,62856,2025-03-20 00:00:00.000 UTC,13105,10456309.993318588
base,59230,2025-03-26 00:00:00.000 UTC,11378,4933031.049933671
arbitrum,16642,2025-03-22 00:00:00.000 UTC,2425,2352662.0494452375
base,95890,2025-05-11 00:00:00.000 UTC,13125,19876332.226038456
polygon,28675,2025-04-27 00:00:00.000 UTC,3672,2718830.5227863034
arbitrum,25798,2025-02-18 00:00:00.000 UTC,979,6840215.365205914
bnb,253393,2025-06-03 00:00:00.000 UTC,22291,340992452.9719231
worldchain,65,2025-01-29 00:00:00.000 UTC,8,1.497963881278771
unichain,91197,2025-05-25 00:00:00.000 UTC,5359,248666435.68772656
base,64,2025-01-25 00:00:00.000 UTC,14,86.84230485715584
base,33980,2025-02-22 00:00:00.000 UTC,7024,2105070.08788074
unichain,8690,2025-03-20 00:00:00.000 UTC,2870,145273.4621859445
bnb,10694,2025-03-28 00:00:00.000 UTC,2870,694087.4215574296
unichain,15530,2025-04-10 00:00:00.000 UTC,3919,89655.03302347267
optimism,9737,2025-02-05 00:00:00.000 UTC,875,1102891.0152869003
bnb,6195,2025-02-23 00:00:00.000 UTC,1811,171980.75453941792
avalanche_c,619,2025-03-21 00:00:00.000 UTC,206,5022.125082389594
blast,65,2025-03-13 00:00:00.000 UTC,24,4.520365483497954
zora,130,2025-03-19 00:00:00.000 UTC,34,209.3853691380725
blast,12,2025-02-04 00:00:00.000 UTC,11,3.3368234232832066
zora,56,2025-05-06 00:00:00.000 UTC,6,39.933765457376666
ethereum,14216,2025-02-26 00:00:00.000 UTC,5356,46950365.74444228
arbitrum,37927,2025-05-02 00:00:00.000 UTC,3392,26416746.173986282
base,110899,2025-05-09 00:00:00.000 UTC,15990,23703759.466008697
worldchain,30709,2025-04-10 00:00:00.000 UTC,51,1889.7630578833964
polygon,20961,2025-02-13 00:00:00.000 UTC,2658,1634664.720359629
blast,19,2025-03-27 00:00:00.000 UTC,15,1.7809532429262276
blast,13,2025-04-01 00:00:00.000 UTC,6,2.1954598641371907
base,61992,2025-04-14 00:00:00.000 UTC,9568,3893958.3648461066
arbitrum,27818,2025-03-31 00:00:00.000 UTC,2862,7386218.443137611
ethereum,16808,2025-04-14 00:00:00.000 UTC,6552,145630816.69471177
bnb,9411,2025-02-25 00:00:00.000 UTC,2325,416401.5446355272
polygon,16629,2025-02-09 00:00:00.000 UTC,2787,1549815.2253615889
zora,172,2025-04-22 00:00:00.000 UTC,85,590.0973368034532
base,58,2025-01-26 00:00:00.000 UTC,16,50.626357856858725
blast,34,2025-04-28 00:00:00.000 UTC,15,2.0875637775647546
worldchain,8121,2025-03-14 00:00:00.000 UTC,21,117.28612038478252
base,64826,2025-03-13 00:00:00.000 UTC,13217,7020535.641910543
arbitrum,13341,2025-04-05 00:00:00.000 UTC,2003,3266337.818085791
base,22805,2025-02-08 00:00:00.000 UTC,4618,2146233.1431376315
unichain,17153,2025-04-08 00:00:00.000 UTC,4479,104905.23131496695
ethereum,19559,2025-05-21 00:00:00.000 UTC,5706,255314677.82407764
base,66855,2025-05-17 00:00:00.000 UTC,9815,6937148.813416228
unichain,5682,2025-02-11 00:00:00.000 UTC,1636,527830.8631664391
avalanche_c,2404,2025-03-03 00:00:00.000 UTC,565,34489.507792228884
unichain,1754,2025-03-15 00:00:00.000 UTC,446,50983.311804834746
polygon,3,2025-01-25 00:00:00.000 UTC,2,0.34344830178831814
base,58383,2025-04-03 00:00:00.000 UTC,9023,4622702.054968301
arbitrum,69183,2025-05-19 00:00:00.000 UTC,4688,49488168.26527291
arbitrum,66630,2025-05-29 00:00:00.000 UTC,5605,54130396.720272094
optimism,19451,2025-05-28 00:00:00.000 UTC,2641,1195548.729618173
zora,3,2025-02-27 00:00:00.000 UTC,1,70.00424101159763
blast,23,2025-03-08 00:00:00.000 UTC,11,3.2436735862036272
worldchain,36,2025-02-10 00:00:00.000 UTC,3,82.56752615986159
optimism,28374,2025-05-11 00:00:00.000 UTC,2667,674650.9136759388
unichain,13006,2025-03-28 00:00:00.000 UTC,6929,184295.67498360324
ethereum,12735,2025-03-13 00:00:00.000 UTC,5124,15833711.132419996
unichain,15582,2025-04-11 00:00:00.000 UTC,3716,70440.34514124173
ethereum,19438,2025-05-01 00:00:00.000 UTC,6513,215167736.30056047
ethereum,14561,2025-05-11 00:00:00.000 UTC,5230,173885494.20855477
bnb,30317,2025-04-30 00:00:00.000 UTC,9430,3431858.0105650784
optimism,9179,2025-03-13 00:00:00.000 UTC,1159,100748.13582356396
avalanche_c,1018,2025-04-18 00:00:00.000 UTC,254,6128.566944617948
zora,85,2025-03-18 00:00:00.000 UTC,2,236.69259149116758
worldchain,51748,2025-04-29 00:00:00.000 UTC,177,17752.710262301593
unichain,143719,2025-05-30 00:00:00.000 UTC,6160,475043607.71448123
worldchain,22159,2025-03-24 00:00:00.000 UTC,34,1726.6266877496714
polygon,12,2025-01-27 00:00:00.000 UTC,7,3.4487544470278046
base,65213,2025-04-08 00:00:00.000 UTC,8691,4415961.411447658
optimism,8921,2025-02-19 00:00:00.000 UTC,849,122720.68346675613
avalanche_c,1486,2025-05-01 00:00:00.000 UTC,370,15963.245786538708
arbitrum,6310,2025-02-01 00:00:00.000 UTC,303,1308542.0146661394
avalanche_c,377,2025-03-22 00:00:00.000 UTC,161,3637.9644364120772
unichain,430,2025-01-30 00:00:00.000 UTC,183,303282.8915369164
blast,58,2025-05-15 00:00:00.000 UTC,24,4.4637048076700525
blast,49,2025-05-18 00:00:00.000 UTC,16,5.758579305915456
worldchain,17,2025-03-02 00:00:00.000 UTC,2,21.236267337766304
zora,1,2025-02-22 00:00:00.000 UTC,1,27.174164316372195
arbitrum,78311,2025-05-15 00:00:00.000 UTC,4634,80440717.82412006
polygon,39011,2025-05-27 00:00:00.000 UTC,4933,6157163.929845871
bnb,9034,2025-03-29 00:00:00.000 UTC,1964,596897.3729511469
arbitrum,20284,2025-02-13 00:00:00.000 UTC,1098,5905468.360212408
polygon,40033,2025-05-22 00:00:00.000 UTC,5435,7977455.023602667
zora,10,2025-05-28 00:00:00.000 UTC,2,13.120025465524607
bnb,90,2025-01-29 00:00:00.000 UTC,35,2852.8148216893333
polygon,34673,2025-04-28 00:00:00.000 UTC,3880,3745010.993987611
avalanche_c,4083,2025-05-21 00:00:00.000 UTC,616,87280.48926120027
worldchain,47074,2025-05-24 00:00:00.000 UTC,166,18147.459142119562
worldchain,6499,2025-03-09 00:00:00.000 UTC,19,98.96459329836655
ink,6,2025-02-21 00:00:00.000 UTC,1,0.12711055976483637
base,88785,2025-04-07 00:00:00.000 UTC,9833,8094518.0218320405
optimism,26269,2025-05-08 00:00:00.000 UTC,2740,1243979.2366168587
unichain,176107,2025-05-17 00:00:00.000 UTC,5022,309328433.00450957
polygon,27828,2025-02-28 00:00:00.000 UTC,2908,1735133.768909385
avalanche_c,2820,2025-04-12 00:00:00.000 UTC,425,28612.389855247566
blast,15,2025-02-17 00:00:00.000 UTC,7,2.650332926978403
ethereum,2,2025-01-26 00:00:00.000 UTC,2,14.592527726144167
worldchain,32757,2025-05-12 00:00:00.000 UTC,178,11980.576675154505
avalanche_c,945,2025-02-12 00:00:00.000 UTC,181,13027.303481999714
arbitrum,26,2025-01-27 00:00:00.000 UTC,1,9.559602292912839
worldchain,2,2025-01-24 00:00:00.000 UTC,2,1.0000229050967775
ethereum,14658,2025-03-11 00:00:00.000 UTC,5511,23147998.821588326
arbitrum,29424,2025-03-17 00:00:00.000 UTC,2429,8128826.592013509
avalanche_c,456,2025-02-18 00:00:00.000 UTC,87,3273.6526448203363
ethereum,15671,2025-04-12 00:00:00.000 UTC,5621,166904609.510933
avalanche_c,239,2025-01-30 00:00:00.000 UTC,15,16969.484434832302
arbitrum,62885,2025-05-14 00:00:00.000 UTC,4502,56691647.035904825
ethereum,17219,2025-03-26 00:00:00.000 UTC,6667,55140094.17618492
polygon,24635,2025-05-02 00:00:00.000 UTC,3635,2994942.891978717
zora,386,2025-04-12 00:00:00.000 UTC,22,2815.603632937376
base,55086,2025-04-27 00:00:00.000 UTC,11117,2513761.3696498396
polygon,21413,2025-03-27 00:00:00.000 UTC,3215,969840.558961964
bnb,137799,2025-05-24 00:00:00.000 UTC,13121,71716956.27424057
unichain,8007,2025-02-24 00:00:00.000 UTC,3238,1049464.417433696
worldchain,51605,2025-04-30 00:00:00.000 UTC,103,8305.63291653174
ethereum,9818,2025-02-22 00:00:00.000 UTC,4232,14683516.037245477
optimism,10009,2025-02-22 00:00:00.000 UTC,807,116541.38398738074
polygon,22494,2025-04-01 00:00:00.000 UTC,3383,1640815.0939419013
blast,15,2025-04-15 00:00:00.000 UTC,9,0.9790499054223182
blast,28,2025-04-04 00:00:00.000 UTC,14,4.399063167553255
zora,40,2025-05-03 00:00:00.000 UTC,2,21.836844596647843
